ID;OrderDate;CustomerID;RestaurantID;Price
90;2019-06-02T17:02:57.445809;68;1;30
91;2019-06-02T17:12:52.727505;58;2;24
92;2019-06-02T17:40:25.229211;100;3;11
93;2019-06-02T17:40:55.858219;12;4;30
94;2019-06-02T17:52:03.145709;46;2;8
95;2019-06-02T19:00:59.359170;105;1;8
96;2019-06-02T19:48:10.942687;51;4;18
97;2019-06-02T20:28:54.310251;61;3;11
98;2019-06-02T20:31:12.464940;127;2;27
99;2019-06-02T20:42:44.494429;88;3;24
100;2019-06-02T21:09:41.985363;102;2;9
101;2019-06-02T21:25:14.351547;11;3;27
102;2019-06-02T22:07:27.863568;124;0;26
103;2019-06-02T22:15:30.298260;48;3;27
104;2019-06-02T22:45:48.993454;6;4;24
105;2019-06-02T22:49:24.723763;131;4;8
106;2019-06-02T23:31:18.590629;75;4;18
107;2019-06-03T01:47:20.731109;14;3;13
108;2019-06-03T02:15:43.905548;72;3;11
109;2019-06-03T02:28:06.162788;116;4;23
110;2019-06-03T02:54:00.489945;69;0;28
111;2019-06-03T03:27:51.431046;100;4;27
112;2019-06-03T03:32:19.519265;3;0;11
113;2019-06-03T03:44:37.558708;13;3;19
114;2019-06-03T05:25:59.892693;28;1;30
115;2019-06-03T05:44:06.213291;94;3;19
116;2019-06-03T05:51:05.276251;39;3;15
117;2019-06-03T06:29:02.270878;59;0;10
118;2019-06-03T07:21:55.559073;155;2;27
119;2019-06-03T07:23:01.361990;106;4;11
120;2019-06-03T07:48:34.583786;20;0;15
121;2019-06-03T08:05:17.530423;139;3;10
122;2019-06-03T08:22:21.855589;34;3;28
123;2019-06-03T08:37:59.208884;36;3;27
124;2019-06-03T08:44:45.394697;28;1;21
125;2019-06-03T09:21:36.259695;93;4;25
126;2019-06-03T09:38:27.422210;116;3;25
127;2019-06-03T10:32:44.991897;98;0;30
128;2019-06-03T10:37:30.844913;47;2;19
129;2019-06-03T10:41:05.557079;51;3;28
130;2019-06-03T11:21:21.098759;43;1;11
131;2019-06-03T11:37:59.009299;142;3;8
132;2019-06-03T11:42:36.442781;102;1;8
133;2019-06-03T12:28:10.806870;116;3;24
134;2019-06-03T13:16:52.636215;17;0;23
135;2019-06-03T13:32:15.347882;141;4;26
136;2019-06-03T14:12:18.531150;149;0;11
137;2019-06-03T15:56:48.421519;174;0;21
138;2019-06-03T16:05:43.768093;88;4;16
139;2019-06-03T16:23:48.777549;2;5;28
140;2019-06-03T16:30:17.024177;99;3;16
141;2019-06-03T16:42:59.191821;131;5;8
142;2019-06-03T17:02:18.199943;63;0;25
143;2019-06-03T18:20:50.723355;73;2;23
144;2019-06-03T18:29:30.363597;62;4;19
145;2019-06-03T19:16:46.064175;94;4;17
146;2019-06-03T19:36:49.861657;59;2;10
147;2019-06-03T20:07:54.095998;188;1;11
148;2019-06-03T20:26:32.553928;11;4;13
149;2019-06-03T20:36:15.270290;1;0;23
150;2019-06-03T20:40:54.190207;82;3;27
151;2019-06-03T21:11:00.862032;101;0;9
152;2019-06-03T21:57:39.492460;28;6;18
153;2019-06-03T22:13:51.672179;169;3;10
154;2019-06-03T22:53:50.859001;99;3;16
155;2019-06-03T23:09:59.848238;54;3;10
156;2019-06-03T23:35:09.215068;106;4;13
157;2019-06-04T00:23:40.721709;142;3;27
158;2019-06-04T00:35:47.154771;20;2;28
159;2019-06-04T01:08:49.947863;175;0;28
160;2019-06-04T01:42:23.076494;50;0;13
161;2019-06-04T01:48:06.207682;180;2;15
162;2019-06-04T02:05:03.028713;199;7;27
163;2019-06-04T02:08:51.612457;118;0;15
164;2019-06-04T02:23:12.607059;96;3;18
165;2019-06-04T02:50:29.750619;202;3;21
166;2019-06-04T03:25:24.277042;12;5;10
167;2019-06-04T04:18:08.679363;177;7;26
168;2019-06-04T05:07:39.254479;162;1;30
169;2019-06-04T05:30:45.102222;148;1;23
170;2019-06-04T05:41:22.507391;127;1;27
171;2019-06-04T05:45:08.756407;188;7;12
172;2019-06-04T06:55:35.036321;3;6;29
173;2019-06-04T07:02:16.899902;148;2;17
174;2019-06-04T07:38:23.311870;177;1;19
175;2019-06-04T07:53:11.869535;177;6;24
176;2019-06-04T08:23:38.060752;59;1;29
177;2019-06-04T08:25:11.296200;212;6;19
178;2019-06-04T09:25:00.725282;4;5;20
179;2019-06-04T09:27:54.736996;170;5;24
180;2019-06-04T09:58:43.434970;65;1;13
181;2019-06-04T10:57:26.235317;184;5;25
182;2019-06-04T11:03:18.398412;122;1;24
183;2019-06-04T11:04:00.346073;148;2;9
184;2019-06-04T11:08:46.604158;226;7;30
185;2019-06-04T11:15:54.233609;193;2;10
186;2019-06-04T11:25:00.525300;164;6;24
187;2019-06-04T11:25:07.425274;98;2;29
188;2019-06-04T11:28:02.458255;37;3;10
189;2019-06-04T12:04:28.754940;170;3;14
190;2019-06-04T12:10:07.029398;99;4;30
191;2019-06-04T12:17:47.430249;230;4;24
192;2019-06-04T12:21:17.977146;206;4;8
193;2019-06-04T13:16:50.523391;100;5;8
194;2019-06-04T13:47:54.725056;230;5;19
195;2019-06-04T14:11:11.976347;75;3;29
196;2019-06-04T14:45:54.438349;63;6;16
197;2019-06-04T14:57:25.240878;13;4;10
198;2019-06-04T15:15:15.551391;135;5;25
199;2019-06-04T15:34:38.653423;114;3;10
200;2019-06-04T15:54:22.057726;199;6;29
201;2019-06-04T16:00:37.909166;141;4;11
202;2019-06-04T16:01:41.856613;4;5;28
203;2019-06-04T16:03:07.565203;77;2;13
204;2019-06-04T16:08:53.472021;178;7;20
205;2019-06-04T16:22:06.074237;42;3;19
206;2019-06-04T16:40:12.477383;78;2;22
207;2019-06-04T16:46:44.777903;242;1;8
208;2019-06-04T16:57:28.410286;215;5;11
209;2019-06-04T17:10:14.087358;66;5;12
210;2019-06-04T17:37:58.158552;166;0;30
211;2019-06-04T17:57:41.617598;6;4;26
212;2019-06-04T18:15:14.432050;76;0;19
213;2019-06-04T18:23:48.281033;154;7;10
214;2019-06-04T18:42:59.450585;24;1;29
215;2019-06-04T19:46:28.578936;60;3;10
216;2019-06-04T20:45:55.254652;211;2;26
217;2019-06-04T21:57:38.960545;177;7;13
218;2019-06-04T22:03:47.444920;72;3;10
219;2019-06-04T22:43:51.022942;62;4;16
220;2019-06-04T23:01:31.613143;228;4;9
221;2019-06-04T23:08:06.902483;234;3;10
222;2019-06-04T23:18:33.284055;265;5;18
223;2019-06-04T23:25:46.337212;136;7;18
224;2019-06-04T23:27:11.012694;61;3;19
225;2019-06-04T23:36:49.063830;41;6;21
226;2019-06-04T23:56:40.496156;106;3;23
227;2019-06-05T00:46:39.098193;186;6;29
228;2019-06-05T01:28:25.113805;144;4;26
229;2019-06-05T01:32:47.870567;2;5;13
230;2019-06-05T01:46:39.764761;172;0;24
231;2019-06-05T01:49:40.284075;169;3;10
232;2019-06-05T01:51:36.711981;130;2;25
233;2019-06-05T02:15:40.979998;235;0;27
234;2019-06-05T02:58:04.291822;211;7;17
235;2019-06-05T03:02:15.147735;53;4;17
236;2019-06-05T03:50:27.972619;111;2;11
237;2019-06-05T04:05:31.128098;273;2;18
238;2019-06-05T04:44:22.187729;171;1;14
239;2019-06-05T05:17:25.309820;250;4;24
240;2019-06-05T05:18:51.207476;246;4;26
241;2019-06-05T05:23:58.760816;188;2;22
242;2019-06-05T05:29:17.571163;105;6;16
243;2019-06-05T05:35:07.010886;41;6;17
244;2019-06-05T05:37:06.100271;165;5;25
245;2019-06-05T05:40:11.804720;272;2;30
246;2019-06-05T05:49:15.505740;195;6;26
247;2019-06-05T06:47:06.118957;117;3;9
248;2019-06-05T06:53:49.312755;296;3;19
249;2019-06-05T07:32:10.978762;259;5;12
250;2019-06-05T08:16:20.390648;149;1;19
251;2019-06-05T08:48:07.158137;26;1;29
252;2019-06-05T09:04:57.184331;214;3;12
253;2019-06-05T09:12:10.720851;138;7;8
254;2019-06-05T09:13:51.240407;214;3;19
255;2019-06-05T09:23:19.984075;32;2;16
256;2019-06-05T09:44:41.442061;85;1;13
257;2019-06-05T09:52:48.979147;29;7;22
258;2019-06-05T10:01:13.229916;262;0;11
259;2019-06-05T10:14:06.207417;59;7;25
260;2019-06-05T10:33:05.577211;41;7;26
261;2019-06-05T10:56:34.840451;173;3;12
262;2019-06-05T11:02:51.871444;279;3;25
263;2019-06-05T11:22:48.273166;271;4;8
264;2019-06-05T11:35:05.626763;46;7;8
265;2019-06-05T12:16:46.583296;287;4;29
266;2019-06-05T13:02:07.522493;234;4;27
267;2019-06-05T13:30:05.560253;299;4;13
268;2019-06-05T13:45:33.385175;15;6;17
269;2019-06-05T14:18:00.421245;289;4;17
270;2019-06-05T14:49:12.701756;235;1;17
271;2019-06-05T15:09:14.363372;312;3;28
272;2019-06-05T15:31:59.683444;247;1;15
273;2019-06-05T16:14:52.512263;25;5;21
274;2019-06-05T16:24:55.233884;278;5;13
275;2019-06-05T17:07:34.282837;178;2;24
276;2019-06-05T17:53:39.328647;126;3;19
277;2019-06-05T18:07:37.047548;98;0;8
278;2019-06-05T18:09:44.991735;58;7;21
279;2019-06-05T18:57:08.684764;25;4;25
280;2019-06-05T19:09:11.196941;166;6;23
281;2019-06-05T19:28:07.418952;282;3;8
282;2019-06-05T19:30:23.089042;170;3;10
283;2019-06-05T20:29:27.676069;147;5;17
284;2019-06-05T20:58:16.959816;220;0;19
285;2019-06-05T21:13:17.683811;332;5;23
286;2019-06-05T21:40:07.722181;162;7;24
287;2019-06-05T22:09:53.272079;270;5;15
288;2019-06-05T22:21:36.348249;208;3;17
289;2019-06-05T23:25:30.621741;140;8;16
290;2019-06-05T23:44:42.810483;94;8;15
291;2019-06-05T23:45:58.031314;182;7;20
292;2019-06-06T00:06:27.175059;338;0;29
293;2019-06-06T00:17:04.029688;147;8;28
294;2019-06-06T00:27:20.298893;85;2;9
295;2019-06-06T00:41:15.137491;307;7;9
296;2019-06-06T00:49:24.323921;111;2;12
297;2019-06-06T01:47:08.951825;234;4;25
298;2019-06-06T02:14:28.624995;290;1;27
299;2019-06-06T02:15:27.666902;289;4;24
300;2019-06-06T02:15:56.783034;167;6;29
301;2019-06-06T02:42:49.195625;163;7;28
302;2019-06-06T02:54:25.234794;292;1;9
303;2019-06-06T03:06:48.927889;224;8;27
304;2019-06-06T03:19:33.917331;104;0;20
305;2019-06-06T03:25:56.412416;264;3;24
306;2019-06-06T03:31:43.034551;181;7;21
307;2019-06-06T04:16:36.444629;79;1;12
308;2019-06-06T04:29:16.662567;169;4;20
309;2019-06-06T04:50:39.467243;88;4;26
310;2019-06-06T05:11:26.778424;112;4;16
311;2019-06-06T05:20:45.310726;173;5;14
312;2019-06-06T05:24:09.645581;56;2;28
313;2019-06-06T05:34:11.686407;143;7;24
314;2019-06-06T06:01:53.611489;150;6;29
315;2019-06-06T06:11:43.008534;18;0;27
316;2019-06-06T06:19:44.270858;203;2;26
317;2019-06-06T06:55:28.233935;348;6;21
318;2019-06-06T07:24:58.150679;28;2;26
319;2019-06-06T07:57:12.997472;61;3;20
320;2019-06-06T08:08:27.693090;317;6;9
321;2019-06-06T08:33:08.532577;34;4;25
322;2019-06-06T09:12:23.594661;8;2;11
323;2019-06-06T09:51:48.385440;254;3;23
324;2019-06-06T10:52:14.409718;8;0;10
325;2019-06-06T11:17:56.907713;67;5;20
326;2019-06-06T11:44:33.957885;15;1;22
327;2019-06-06T12:04:57.651710;145;7;14
328;2019-06-06T12:12:21.582867;218;0;11
329;2019-06-06T12:20:01.454794;96;3;17
330;2019-06-06T12:29:52.321269;272;2;15
331;2019-06-06T12:36:35.567553;341;5;18
332;2019-06-06T12:37:25.932397;80;7;11
333;2019-06-06T12:40:39.699946;124;7;9
334;2019-06-06T12:58:39.831133;301;5;29
335;2019-06-06T13:33:37.167083;334;8;18
336;2019-06-06T14:03:47.701656;119;5;11
337;2019-06-06T14:16:11.772884;147;3;14
338;2019-06-06T14:24:28.248824;359;1;18
339;2019-06-06T14:32:10.546992;215;5;15
340;2019-06-06T15:18:28.011801;48;8;27
341;2019-06-06T15:19:15.477236;99;4;12
342;2019-06-06T15:19:56.821207;124;1;20
343;2019-06-06T15:20:19.551620;284;8;24
344;2019-06-06T15:28:07.433249;29;0;11
345;2019-06-06T15:29:04.670756;33;9;22
346;2019-06-06T15:45:11.108886;57;0;12
347;2019-06-06T15:45:59.804431;302;6;12
348;2019-06-06T16:16:21.631748;120;9;10
349;2019-06-06T16:20:58.157778;116;8;19
350;2019-06-06T16:24:51.767967;350;4;10
351;2019-06-06T16:57:45.808088;375;3;15
352;2019-06-06T17:25:20.754055;165;8;8
353;2019-06-06T18:06:26.890520;80;0;23
354;2019-06-06T18:38:35.319919;60;3;9
355;2019-06-06T20:21:57.086535;100;4;16
356;2019-06-06T20:43:51.130086;328;4;14
357;2019-06-06T21:05:00.047543;239;8;26
358;2019-06-06T21:09:06.088304;306;1;24
359;2019-06-06T22:30:53.698586;94;5;19
360;2019-06-06T23:08:25.619582;35;9;26
361;2019-06-06T23:17:55.031423;306;2;16
362;2019-06-07T00:22:56.654218;362;4;14
363;2019-06-07T01:44:37.419080;383;9;13
364;2019-06-07T03:30:08.350198;251;6;26
365;2019-06-07T05:06:21.692785;213;8;28
366;2019-06-07T05:31:40.312964;354;2;16
367;2019-06-07T06:32:05.399064;26;1;19
368;2019-06-07T07:35:12.590897;152;1;21
369;2019-06-07T07:50:55.937171;336;2;27
370;2019-06-07T07:55:24.545613;147;4;17
371;2019-06-07T08:22:18.915400;294;7;24
372;2019-06-07T08:31:34.311662;174;0;30
373;2019-06-07T09:31:39.131481;333;8;8
374;2019-06-07T10:01:34.284819;213;4;18
375;2019-06-07T10:09:41.533649;267;8;9
376;2019-06-07T10:44:52.889007;177;2;15
377;2019-06-07T10:46:54.126600;338;10;14
378;2019-06-07T11:30:55.792591;368;7;17
379;2019-06-07T11:55:23.554131;175;9;20
380;2019-06-07T12:01:00.482771;320;4;23
381;2019-06-07T12:24:37.274194;142;4;16
382;2019-06-07T13:03:26.364220;198;0;13
383;2019-06-07T13:18:03.973530;332;8;12
384;2019-06-07T13:25:31.144217;307;10;20
385;2019-06-07T14:23:48.432704;238;9;8
386;2019-06-07T15:01:51.495294;361;3;21
387;2019-06-07T16:16:14.916851;382;5;8
388;2019-06-07T16:41:18.096120;314;4;24
389;2019-06-07T16:58:17.780726;436;1;10
390;2019-06-07T17:14:40.869522;421;9;22
391;2019-06-07T18:04:15.228937;119;8;20
392;2019-06-07T18:36:37.503344;162;9;28
393;2019-06-07T18:37:31.540092;185;1;25
394;2019-06-07T19:19:06.252267;284;8;21
395;2019-06-07T19:36:51.884155;82;5;15
396;2019-06-07T19:43:26.490095;59;1;13
397;2019-06-07T20:29:19.883726;173;5;9
398;2019-06-07T20:40:09.580882;216;5;25
399;2019-06-07T20:47:06.846654;14;5;13
400;2019-06-07T20:54:39.815805;354;10;21
401;2019-06-07T21:00:15.168287;103;10;13
402;2019-06-07T21:20:27.896979;0;7;14
403;2019-06-07T21:23:34.043738;141;3;15
404;2019-06-07T21:43:28.445928;149;10;14
405;2019-06-07T21:45:54.942885;448;5;27
406;2019-06-07T21:51:26.815178;51;5;10
407;2019-06-07T22:07:25.863149;379;10;15
408;2019-06-07T22:15:43.054671;38;6;27
409;2019-06-07T22:17:39.243143;331;4;27
410;2019-06-07T22:36:26.020131;191;7;22
411;2019-06-07T23:37:44.363039;109;5;12
412;2019-06-07T23:41:17.543479;357;4;8
413;2019-06-08T00:08:11.270870;244;4;8
414;2019-06-08T00:10:58.675916;130;10;11
415;2019-06-08T00:50:58.573347;341;3;17
416;2019-06-08T01:10:01.212355;343;7;14
417;2019-06-08T01:11:08.755946;192;3;25
418;2019-06-08T01:23:16.697496;151;8;14
419;2019-06-08T01:37:16.158136;39;3;30
420;2019-06-08T01:53:54.992074;332;5;9
421;2019-06-08T01:55:22.218288;147;4;27
422;2019-06-08T01:57:14.399426;53;4;11
423;2019-06-08T03:09:13.198266;273;9;8
424;2019-06-08T03:52:19.318281;434;7;19
425;2019-06-08T04:13:26.716971;69;9;24
426;2019-06-08T04:24:38.559282;92;6;23
427;2019-06-08T04:26:35.063516;164;7;20
428;2019-06-08T04:33:37.690110;337;10;22
429;2019-06-08T04:46:00.773499;287;5;25
430;2019-06-08T04:53:33.305684;116;5;29
431;2019-06-08T04:57:01.185138;144;3;20
432;2019-06-08T05:06:38.060858;86;10;20
433;2019-06-08T05:49:51.074766;468;2;26
434;2019-06-08T06:10:59.512752;19;0;16
435;2019-06-08T06:17:10.124880;372;8;12
436;2019-06-08T06:17:23.861099;209;4;27
437;2019-06-08T06:34:22.008120;123;1;14
438;2019-06-08T06:50:02.841242;261;1;27
439;2019-06-08T07:19:20.468933;429;8;21
440;2019-06-08T07:45:39.694315;208;4;13
441;2019-06-08T08:18:51.332538;150;7;23
442;2019-06-08T08:21:35.851255;226;11;29
443;2019-06-08T08:26:45.975231;283;5;25
444;2019-06-08T09:18:04.873489;32;7;16
445;2019-06-08T09:24:59.076098;389;8;8
446;2019-06-08T10:04:03.890506;269;3;28
447;2019-06-08T10:09:54.289247;107;10;20
448;2019-06-08T10:15:31.108451;196;3;8
449;2019-06-08T10:17:38.650803;35;7;27
450;2019-06-08T11:26:35.216017;25;8;23
451;2019-06-08T11:49:14.126058;473;8;19
452;2019-06-08T11:50:34.001457;48;8;20
453;2019-06-08T12:05:40.961096;270;3;18
454;2019-06-08T12:16:17.855215;279;5;28
455;2019-06-08T12:33:46.270697;94;4;16
456;2019-06-08T13:44:43.753931;7;7;22
457;2019-06-08T13:55:20.393114;286;4;20
458;2019-06-08T14:01:49.200816;261;6;25
459;2019-06-08T14:03:58.868037;97;5;13
460;2019-06-08T14:18:40.801127;196;4;23
461;2019-06-08T14:30:55.479471;436;7;11
462;2019-06-08T14:34:08.031841;284;3;24
463;2019-06-08T15:15:29.773242;427;4;26
464;2019-06-08T15:17:33.867472;491;2;27
465;2019-06-08T15:28:54.683291;5;5;23
466;2019-06-08T15:37:43.428362;224;4;17
467;2019-06-08T15:48:33.626226;308;10;14
468;2019-06-08T15:51:38.517279;364;1;11
469;2019-06-08T15:58:41.790448;449;1;30
470;2019-06-08T16:44:57.819265;501;0;21
471;2019-06-08T16:44:58.102590;117;4;30
472;2019-06-08T17:28:00.371625;397;8;9
473;2019-06-08T17:51:40.068230;328;8;30
474;2019-06-08T18:01:48.802710;307;1;16
475;2019-06-08T18:15:19.119092;397;4;25
476;2019-06-08T18:36:18.940085;458;10;29
477;2019-06-08T18:53:32.391142;309;5;29
478;2019-06-08T19:18:01.264253;474;0;13
479;2019-06-08T19:56:51.544548;120;12;15
480;2019-06-08T19:57:26.875009;168;0;16
481;2019-06-08T20:07:00.293109;401;2;25
482;2019-06-08T20:36:02.062026;334;8;26
483;2019-06-08T20:36:35.154297;38;1;15
484;2019-06-08T20:37:44.063252;139;4;11
485;2019-06-08T20:47:05.154927;378;0;10
486;2019-06-08T21:14:40.702020;100;8;29
487;2019-06-08T21:15:48.650715;393;5;24
488;2019-06-08T21:53:57.815626;160;10;13
489;2019-06-08T22:02:12.663326;337;7;28
490;2019-06-08T22:05:55.345877;344;6;17
491;2019-06-08T22:24:44.287037;371;11;9
492;2019-06-08T22:51:25.440920;410;4;14
493;2019-06-08T22:54:26.889316;67;5;13
494;2019-06-08T23:51:59.082599;309;3;10
495;2019-06-09T00:00:15.355380;453;12;13
496;2019-06-09T00:33:56.517041;129;11;8
497;2019-06-09T01:38:25.963476;293;10;25
498;2019-06-09T01:59:18.049574;5;4;16
499;2019-06-09T02:24:56.219200;38;9;28
500;2019-06-09T03:43:53.250443;260;2;18
501;2019-06-09T03:48:26.628844;51;5;25
502;2019-06-09T03:55:27.339017;66;8;23
503;2019-06-09T05:51:09.763551;123;12;29
504;2019-06-09T05:58:34.403694;534;1;30
505;2019-06-09T06:22:36.631735;349;3;15
506;2019-06-09T06:25:20.716983;64;12;14
507;2019-06-09T06:25:25.515380;295;1;8
508;2019-06-09T07:24:50.012880;434;7;26
509;2019-06-09T07:43:12.839271;402;8;11
510;2019-06-09T07:59:41.042209;438;11;14
511;2019-06-09T08:05:35.971383;59;12;15
512;2019-06-09T08:17:58.022145;492;6;12
513;2019-06-09T08:33:20.335339;338;9;20
514;2019-06-09T08:41:51.559846;446;0;10
515;2019-06-09T09:12:49.657659;372;13;23
516;2019-06-09T10:44:12.999024;141;4;18
517;2019-06-09T11:27:52.204420;256;2;15
518;2019-06-09T11:34:42.155092;447;5;23
519;2019-06-09T12:15:38.831425;128;3;21
520;2019-06-09T12:26:53.841718;462;12;12
521;2019-06-09T12:33:22.842511;152;12;13
522;2019-06-09T12:52:51.719833;572;0;14
523;2019-06-09T13:08:20.878819;503;9;26
524;2019-06-09T13:57:50.500394;42;3;30
525;2019-06-09T14:16:27.369931;446;1;28
526;2019-06-09T14:21:39.719035;106;13;11
527;2019-06-09T14:26:54.361761;147;8;30
528;2019-06-09T14:27:03.167939;568;5;17
529;2019-06-09T15:12:16.129949;510;14;17
530;2019-06-09T15:17:07.785886;544;9;24
531;2019-06-09T15:57:23.687720;546;4;23
532;2019-06-09T16:18:33.426288;192;8;17
533;2019-06-09T16:42:23.481691;79;1;23
534;2019-06-09T17:33:57.649164;111;1;19
535;2019-06-09T17:36:23.798224;452;12;11
536;2019-06-09T17:37:27.041275;303;8;27
537;2019-06-09T18:07:38.688815;254;5;20
538;2019-06-09T18:37:53.492428;304;11;14
539;2019-06-09T18:45:10.976910;449;1;11
540;2019-06-09T19:07:16.725152;471;9;23
541;2019-06-09T19:56:02.058249;578;8;13
542;2019-06-09T20:15:43.642657;173;5;11
543;2019-06-09T20:21:22.397192;475;6;25
544;2019-06-09T20:22:34.026430;366;9;14
545;2019-06-09T20:48:38.102792;315;4;15
546;2019-06-09T21:42:16.607098;110;5;29
547;2019-06-09T22:00:31.284583;489;10;18
548;2019-06-09T22:14:44.451746;205;5;21
549;2019-06-09T22:17:56.022730;472;15;27
550;2019-06-09T22:33:45.130230;36;3;23
551;2019-06-09T22:35:16.837990;500;15;21
552;2019-06-09T22:49:13.721790;232;13;15
553;2019-06-09T22:59:54.175118;249;10;10
554;2019-06-09T23:03:28.424703;196;13;14
555;2019-06-09T23:27:15.921445;21;2;19
556;2019-06-09T23:30:44.704235;102;12;9
557;2019-06-09T23:45:02.937694;50;12;27
558;2019-06-09T23:55:08.935690;331;5;10
559;2019-06-10T00:14:57.757808;324;8;9
560;2019-06-10T00:51:23.050412;240;10;15
561;2019-06-10T01:07:23.352964;496;0;22
562;2019-06-10T01:16:22.567923;528;4;22
563;2019-06-10T01:51:26.285124;349;4;23
564;2019-06-10T02:07:09.988009;379;9;24
565;2019-06-10T02:56:21.209518;314;8;11
566;2019-06-10T03:35:43.985217;492;16;11
567;2019-06-10T03:58:33.684008;274;11;22
568;2019-06-10T04:18:36.129850;73;10;27
569;2019-06-10T04:23:44.983031;250;4;8
570;2019-06-10T05:20:59.420282;183;6;8
571;2019-06-10T05:24:18.109879;546;13;9
572;2019-06-10T06:39:53.010072;362;5;17
573;2019-06-10T08:17:53.474375;389;4;14
574;2019-06-10T08:21:01.821368;254;8;19
575;2019-06-10T08:46:29.883453;549;3;18
576;2019-06-10T09:14:16.794547;575;11;20
577;2019-06-10T09:29:39.392831;226;15;11
578;2019-06-10T09:33:18.637520;108;5;20
579;2019-06-10T09:47:47.480639;430;8;8
580;2019-06-10T09:51:28.951298;393;5;14
